id1,id2,FieldOfStudyName,distance
terms2,terms50,bio,0.030000004917383194
terms3,terms4,bio,0.1486606895380479
terms3,terms5,bio,0.178885440865584
terms3,terms6,bio,0.10198039091477458
terms3,terms7,bio,0.18973666008131887
terms3,terms8,bio,0.053851653439472826
terms3,terms9,bio,0.1392838851415391
terms3,terms10,bio,0.1697056263257331
terms3,terms11,bio,0.25019992742518354
terms3,terms12,bio,0.10295630507884836
terms3,terms13,bio,0.18027757327872806
terms3,terms14,bio,0.20248457281413718
terms3,terms15,bio,0.21633307685846645
terms3,terms16,bio,0.17691805891247067
terms3,terms17,bio,0.09848857411446314
terms3,terms18,bio,0.13416407731718705
terms3,terms19,bio,0.03605550936571284
terms3,terms20,bio,0.14764823398831403
terms3,terms21,bio,0.058309519561780244
terms3,terms22,bio,0.198494331823485
terms3,terms23,bio,0.1969771580633203
terms3,terms24,bio,0.1315294656881751
terms3,terms25,bio,0.14422204986136483
terms3,terms26,bio,0.16124515459631872
terms3,terms27,bio,0.2505992793919188
terms3,terms28,bio,0.07615772886722678
terms3,terms29,bio,0.08944272376479297
terms3,terms30,bio,0.1868154178320047
terms3,terms31,bio,0.06708204199059443
terms3,terms32,bio,0.12806248944954124
terms3,terms33,bio,0.09486833180771977
terms3,terms34,bio,0.25298221658319914
terms3,terms35,bio,0.17691805891247067
terms3,terms36,bio,0.24083188402725414
terms3,terms37,bio,0.04999999850988433
terms3,terms38,bio,0.23706538888089795
terms3,terms39,bio,0.10630145978145082
terms3,terms40,bio,0.13000000268220901
terms3,terms41,bio,0.24698177623992457
terms3,terms42,bio,0.23194826603467694
terms3,terms43,bio,0.12041594294173258
terms3,terms44,bio,0.17492855676869323
terms3,terms45,bio,0.08544004055758289
terms3,terms46,bio,0.17204650062920115
terms3,terms47,bio,0.08944272376479297
terms3,terms48,bio,0.2325940684401313
terms3,terms49,bio,0.14764823234830882
terms3,terms50,bio,0.04123105849689541
terms4,terms5,bio,0.036055513498550844
terms4,terms6,bio,0.05000000447034891
terms4,terms7,bio,0.15264337022655494
terms4,terms8,bio,0.11999999731779099
terms4,terms9,bio,0.009999999776482582
terms4,terms10,bio,0.07280109189264009
terms4,terms11,bio,0.11704700778968455
terms4,terms12,bio,0.04999999888241291
terms4,terms13,bio,0.14422205399420338
terms4,terms14,bio,0.13000000784030327
terms4,terms15,bio,0.13152945959876067
terms4,terms16,bio,0.07071067100637407
terms4,terms17,bio,0.1843908870447227
terms4,terms18,bio,0.1063014520716426
terms4,terms19,bio,0.18384776082284657
terms4,terms20,bio,0.10630145575132376
terms4,terms21,bio,0.19104973790713142
terms4,terms22,bio,0.10049875025808426
terms4,terms23,bio,0.050000000000000024
terms4,terms24,bio,0.07071068575777106
terms4,terms25,bio,0.0921954382695233
terms4,terms26,bio,0.03605551969780898
terms4,terms27,bio,0.1063014520716426
terms4,terms28,bio,0.1711724215750803
terms4,terms29,bio,0.18248287581095715
terms4,terms30,bio,0.03999999910593033
terms4,terms31,bio,0.11313708772939288
terms4,terms32,bio,0.2418677346668704
terms4,terms33,bio,0.09433981552998673
terms4,terms34,bio,0.10440306685892327
terms4,terms35,bio,0.07071067100637407
terms4,terms36,bio,0.1170469842374804
terms4,terms37,bio,0.10198039018418555
terms4,terms38,bio,0.09219543665326586
terms4,terms39,bio,0.06324555061167918
terms4,terms40,bio,0.1612451545963187
terms4,terms41,bio,0.09848857108849594
terms4,terms42,bio,0.0921954431182975
terms4,terms43,bio,0.14764822957291554
terms4,terms44,bio,0.04123104855822376
terms4,terms45,bio,0.17262675964720992
terms4,terms46,bio,0.09848856730603661
terms4,terms47,bio,0.18248287581095715
terms4,terms48,bio,0.1655294590997706
terms4,terms49,bio,0.1931320835214112
terms4,terms50,bio,0.1077032965024102
terms5,terms6,bio,0.08485281974831198
terms5,terms7,bio,0.14142135044211787
terms5,terms8,bio,0.1431782078227595
terms5,terms9,bio,0.042426407239977794
terms5,terms10,bio,0.056568535962162526
terms5,terms11,bio,0.11401755303060607
terms5,terms12,bio,0.07615773009011303
terms5,terms13,bio,0.1345362412017496
terms5,terms14,bio,0.1529705940433519
terms5,terms15,bio,0.10770329027648862
terms5,terms16,bio,0.049999992921948636
terms5,terms17,bio,0.2002498427246374
terms5,terms18,bio,0.10770329096825787
terms5,terms19,bio,0.21470910429355003
terms5,terms20,bio,0.1029562982040369
terms5,terms21,bio,0.21587033870410322
terms5,terms22,bio,0.07615772422025809
terms5,terms23,bio,0.019999999552965164
terms5,terms24,bio,0.1044030734600581
terms5,terms25,bio,0.08944271376879033
terms5,terms26,bio,0.06000000983476639
terms5,terms27,bio,0.0721110197646345
terms5,terms28,bio,0.19026297008532037
terms5,terms29,bio,0.19999999925494194
terms5,terms30,bio,0.036055513498550844
terms5,terms31,bio,0.14866069104158883
terms5,terms32,bio,0.26000000163912773
terms5,terms33,bio,0.1303840530469524
terms5,terms34,bio,0.08000000193715096
terms5,terms35,bio,0.049999992921948636
terms5,terms36,bio,0.08246209621293167
terms5,terms37,bio,0.130000002109088
terms5,terms38,bio,0.05830951253407883
terms5,terms39,bio,0.08062257637402874
terms5,terms40,bio,0.16763054539570196
terms5,terms41,bio,0.07071067337713487
terms5,terms42,bio,0.08602325681044434
terms5,terms43,bio,0.15524174697219917
terms5,terms44,bio,0.014142127405096473
terms5,terms45,bio,0.1899999938905239
terms5,terms46,bio,0.08485280394324379
terms5,terms47,bio,0.19999999925494194
terms5,terms48,bio,0.1868154240137214
terms5,terms49,bio,0.22847319834138965
terms5,terms50,bio,0.13892444148195968
terms6,terms7,bio,0.16492422856648764
terms6,terms8,bio,0.08544003881353397
terms6,terms9,bio,0.04242641250833435
terms6,terms10,bio,0.10198039164536403
terms6,terms11,bio,0.15033296959222262
terms6,terms12,bio,0.03162278473016151
terms6,terms13,bio,0.15524175969045226
terms6,terms14,bio,0.1272792217199334
terms6,terms15,bio,0.16124515875490722
terms6,terms16,bio,0.10440306632369613
terms6,terms17,bio,0.15652475909138547
terms6,terms18,bio,0.10770329719417904
terms6,terms19,bio,0.13601470026691173
terms6,terms20,bio,0.11401754894648641
terms6,terms21,bio,0.15033296959222262
terms6,terms22,bio,0.13341664310400414
terms6,terms23,bio,0.10000000447034876
terms6,terms24,bio,0.04999999888241291
terms6,terms25,bio,0.10198039164536403
terms6,terms26,bio,0.05999999865889549
terms6,terms27,bio,0.15620499241155217
terms6,terms28,bio,0.1392838799260642
terms6,terms29,bio,0.15231546653923583
terms6,terms30,bio,0.08544003881353397
terms6,terms31,bio,0.0640312394886372
terms6,terms32,bio,0.2088061358587553
terms6,terms33,bio,0.050990192169734334
terms6,terms34,bio,0.15231546653923583
terms6,terms35,bio,0.10440306632369613
terms6,terms36,bio,0.16124514812740318
terms6,terms37,bio,0.060827623637161876
terms6,terms38,bio,0.1421267011208501
terms6,terms39,bio,0.053851652055934764
terms6,terms40,bio,0.14866069354749017
terms6,terms41,bio,0.14764822654521342
terms6,terms42,bio,0.13038404318972535
terms6,terms43,bio,0.13453624397073602
terms6,terms44,bio,0.08602325334599394
terms6,terms45,bio,0.1431782104246155
terms6,terms46,bio,0.11999999731779099
terms6,terms47,bio,0.15231546653923583
terms6,terms48,bio,0.16278820358103233
terms6,terms49,bio,0.1529705819886245
terms6,terms50,bio,0.060827623637161876
terms7,terms8,bio,0.13601470026691173
terms7,terms9,bio,0.14764822566213365
terms7,terms10,bio,0.08485281447995559
terms7,terms11,bio,0.2549509806476481
terms7,terms12,bio,0.133416635844224
terms7,terms13,bio,0.009999990463256836
terms7,terms14,bio,0.28178005896212194
terms7,terms15,bio,0.05999999865889549
terms7,terms16,bio,0.09219544493658693
terms7,terms17,bio,0.13453624397073602
terms7,terms18,bio,0.06000000238418579
terms7,terms19,bio,0.21931712312247437
terms7,terms20,bio,0.050990192169734334
terms7,terms21,bio,0.18601076123745353
terms7,terms22,bio,0.07615773009011303
terms7,terms23,bio,0.1562049876418067
terms7,terms24,bio,0.2118962033002145
terms7,terms25,bio,0.06324555532384
terms7,terms26,bio,0.18867962474189362
terms7,terms27,bio,0.1708800723949201
terms7,terms28,bio,0.1421267011208501
terms7,terms29,bio,0.14142135307629597
terms7,terms30,bio,0.17691805480643646
terms7,terms31,bio,0.21000000089406967
terms7,terms32,bio,0.1886796227674938
terms7,terms33,bio,0.21213203514621767
terms7,terms34,bio,0.20591259966456346
terms7,terms35,bio,0.09219544493658693
terms7,terms36,bio,0.12165524972406
terms7,terms37,bio,0.15132746535331246
terms7,terms38,bio,0.16552945549892248
terms7,terms39,bio,0.1118033982085893
terms7,terms40,bio,0.07810249668275071
terms7,terms41,bio,0.19235383728561326
terms7,terms42,bio,0.22671568067275227
terms7,terms43,bio,0.0781025014524961
terms7,terms44,bio,0.12727922303702238
terms7,terms45,bio,0.13453623344858742
terms7,terms46,bio,0.056568546498874654
terms7,terms47,bio,0.14142135307629597
terms7,terms48,bio,0.3176476038325131
terms7,terms49,bio,0.31016124889947944
terms7,terms50,bio,0.17117242940989646
terms8,terms9,bio,0.1099999975413084
terms8,terms10,bio,0.12206555022448876
terms8,terms11,bio,0.23345235583259916
terms8,terms12,bio,0.06999999843537807
terms8,terms13,bio,0.12649111064768
terms8,terms14,bio,0.20808652575169648
terms8,terms15,bio,0.1640121895262318
terms8,terms16,bio,0.1303840421897169
terms8,terms17,bio,0.0721110228642636
terms8,terms18,bio,0.08062257082924387
terms8,terms19,bio,0.08602325724350003
terms8,terms20,bio,0.09433980921190693
terms8,terms21,bio,0.07280110929071172
terms8,terms22,bio,0.14866068164445834
terms8,terms23,bio,0.16278820266566127
terms8,terms24,bio,0.1303840501897853
terms8,terms25,bio,0.0921954382695233
terms8,terms26,bio,0.14317820938387313
terms8,terms27,bio,0.21189619442194496
terms8,terms28,bio,0.05385164375470629
terms8,terms29,bio,0.06708204199059443
terms8,terms30,bio,0.1599999964237213
terms8,terms31,bio,0.08944272376479297
terms8,terms32,bio,0.12369317368365473
terms8,terms33,bio,0.10630146135845718
terms8,terms34,bio,0.22203603209165107
terms8,terms35,bio,0.1303840421897169
terms8,terms36,bio,0.19416486666285793
terms8,terms37,bio,0.028284278517794373
terms8,terms38,bio,0.1992485824089409
terms8,terms39,bio,0.06324555061167918
terms8,terms40,bio,0.08246211157269706
terms8,terms41,bio,0.21377557526222096
terms8,terms42,bio,0.21095022558750443
terms8,terms43,bio,0.07071067179662775
terms8,terms44,bio,0.1360147016363559
terms8,terms45,bio,0.05830951700625173
terms8,terms46,bio,0.12041593613562528
terms8,terms47,bio,0.06708204199059443
terms8,terms48,bio,0.2420743705602656
terms8,terms49,bio,0.1868154217205039
terms8,terms50,bio,0.04472136521439751
terms9,terms10,bio,0.07071067100637407
terms9,terms11,bio,0.12649111477082087
terms9,terms12,bio,0.03999999910593033
terms9,terms13,bio,0.1389244432249492
terms9,terms14,bio,0.1341640864801896
terms9,terms15,bio,0.1303840433325837
terms9,terms16,bio,0.06999999284744263
terms9,terms17,bio,0.17464248998195162
terms9,terms18,bio,0.09899494320214014
terms9,terms19,bio,0.17464249008860644
terms9,terms20,bio,0.09999999776482582
terms9,terms21,bio,0.18110770920510805
terms9,terms22,bio,0.09999999403953552
terms9,terms23,bio,0.05830951860345674
terms9,terms24,bio,0.07000000774860382
terms9,terms25,bio,0.08602324620056669
terms9,terms26,bio,0.04242641250833435
terms9,terms27,bio,0.1140175365307627
terms9,terms28,bio,0.161245149051534
terms9,terms29,bio,0.17262676515011685
terms9,terms30,bio,0.04999999888241291
terms9,terms31,bio,0.10630146135845718
terms9,terms32,bio,0.23194827253932798
terms9,terms33,bio,0.08944272376479297
terms9,terms34,bio,0.11401754404554279
terms9,terms35,bio,0.06999999284744263
terms9,terms36,bio,0.12083044516534668
terms9,terms37,bio,0.09219544493658753
terms9,terms38,bio,0.09999999254941991
terms9,terms39,bio,0.053851645484128935
terms9,terms40,bio,0.15264337498556665
terms9,terms41,bio,0.10770328923883522
terms9,terms42,bio,0.10198038835771174
terms9,terms43,bio,0.13892443880043703
terms9,terms44,bio,0.044721352719394154
terms9,terms45,bio,0.16278820083491916
terms9,terms46,bio,0.0948683188492773
terms9,terms47,bio,0.17262676515011685
terms9,terms48,bio,0.17000000529429493
terms9,terms49,bio,0.18973666420445967
terms9,terms50,bio,0.0984885788425374
terms10,terms11,bio,0.1702938681656496
terms10,terms12,bio,0.07615772422025809
terms10,terms13,bio,0.07810250336039491
terms10,terms14,bio,0.20248456821466287
terms10,terms15,bio,0.06000000238418579
terms10,terms16,bio,0.009999999776482582
terms10,terms17,bio,0.1627882063271455
terms10,terms18,bio,0.05999999865889549
terms10,terms19,bio,0.20518284188077499
terms10,terms20,bio,0.05099019509209277
terms10,terms21,bio,0.19235384716271284
terms10,terms22,bio,0.03162277766192
terms10,terms23,bio,0.0721110197646345
terms10,terms24,bio,0.14035668905478876
terms10,terms25,bio,0.03999999910593033
terms10,terms26,bio,0.10770329719417904
terms10,terms27,bio,0.09999999776482582
terms10,terms28,bio,0.15811387711821784
terms10,terms29,bio,0.16492422314539415
terms10,terms30,bio,0.0921954382695233
terms10,terms31,bio,0.16155494233242332
terms10,terms32,bio,0.22360679874957942
terms10,terms33,bio,0.15297058381509837
terms10,terms34,bio,0.12649110475747913
terms10,terms35,bio,0.009999999776482582
terms10,terms36,bio,0.0721110197646345
terms10,terms37,bio,0.12041594727289191
terms10,terms38,bio,0.09055385182567498
terms10,terms39,bio,0.0640312394886372
terms10,terms40,bio,0.12041594727289197
terms10,terms41,bio,0.11401753865450485
terms10,terms42,bio,0.14212670295562377
terms10,terms43,bio,0.11000000312924385
terms10,terms44,bio,0.042426408557066794
terms10,terms45,bio,0.15524173977318778
terms10,terms46,bio,0.028284267981081263
terms10,terms47,bio,0.16492422314539415
terms10,terms48,bio,0.23769728532033563
terms10,terms49,bio,0.25495097363398855
terms10,terms50,bio,0.13601470355357723
terms11,terms12,bio,0.16492423218055013
terms11,terms13,bio,0.24839485813758824
terms11,terms14,bio,0.10000000149011613
terms11,terms15,bio,0.21400935090298565
terms11,terms16,bio,0.1627882104463153
terms11,terms17,bio,0.3008321849747365
terms11,terms18,bio,0.21954498808695186
terms11,terms19,bio,0.28160255811888074
terms11,terms20,bio,0.21633308357432904
terms11,terms21,bio,0.30066593918444523
terms11,terms22,bio,0.1843908939138185
terms11,terms23,bio,0.09899496032429726
terms11,terms24,bio,0.12369317549068597
terms11,terms25,bio,0.2024845716182739
terms11,terms26,bio,0.09055385840790675
terms11,terms27,bio,0.11401754420890789
terms11,terms28,bio,0.28635642293071467
terms11,terms29,bio,0.2983286859951302
terms11,terms30,bio,0.08062258746359802
terms11,terms31,bio,0.1941648831630078
terms11,terms32,bio,0.35693137623819565
terms11,terms33,bio,0.16492423037351886
terms11,terms34,bio,0.07071068654802458
terms11,terms35,bio,0.1627882104463153
terms11,terms36,bio,0.16552944874733214
terms11,terms37,bio,0.2109502353002675
terms11,terms38,bio,0.10770329304356509
terms11,terms39,bio,0.18027756976581533
terms11,terms40,bio,0.2773085012575337
terms11,terms41,bio,0.0824621133797289
terms11,terms42,bio,0.0282842758836172
terms11,terms43,bio,0.2640075840700539
terms11,terms44,bio,0.12806248770416348
terms11,terms45,bio,0.2886173968290488
terms11,terms46,bio,0.19849433379409798
terms11,terms47,bio,0.2983286859951302
terms11,terms48,bio,0.11704700078767802
terms11,terms49,bio,0.2280350884178152
terms11,terms50,bio,0.21000000461935997
terms12,terms13,bio,0.12369317323189695
terms12,terms14,bio,0.15620500075860672
terms12,terms15,bio,0.133416635844224
terms12,terms16,bio,0.08062257082924387
terms12,terms17,bio,0.13601470341663308
terms12,terms18,bio,0.07615772422025809
terms12,terms19,bio,0.13892443987304615
terms12,terms20,bio,0.08246211066918137
terms12,terms21,bio,0.14142136387642612
terms12,terms22,bio,0.10770329027648862
terms12,terms23,bio,0.0948683282735991
terms12,terms24,bio,0.08062258376707498
terms12,terms25,bio,0.07071067100637407
terms12,terms26,bio,0.07615773302504097
terms12,terms27,bio,0.14764822465289976
terms12,terms28,bio,0.12165524543702189
terms12,terms29,bio,0.13341664170789258
terms12,terms30,bio,0.08999999798834324
terms12,terms31,bio,0.0854400425196377
terms12,terms32,bio,0.19235384396718058
terms12,terms33,bio,0.08000000566244125
terms12,terms34,bio,0.15297058600686697
terms12,terms35,bio,0.08062257082924387
terms12,terms36,bio,0.14212669076748513
terms12,terms37,bio,0.05385165101828216
terms12,terms38,bio,0.13416407231918603
terms12,terms39,bio,0.02236067594319688
terms12,terms40,bio,0.12041594588073354
terms12,terms41,bio,0.14560219069333796
terms12,terms42,bio,0.14142135281287851
terms12,terms43,bio,0.10630145627699279
terms12,terms44,bio,0.07211102131444905
terms12,terms45,bio,0.12369316464849865
terms12,terms46,bio,0.09055384010107428
terms12,terms47,bio,0.13341664170789258
terms12,terms48,bio,0.19209373126534882
terms12,terms49,bio,0.1811077079709393
terms12,terms50,bio,0.06403124559745975
terms13,terms14,bio,0.27294689258000515
terms13,terms15,bio,0.060827622412294634
terms13,terms16,bio,0.08602325832614091
terms13,terms17,bio,0.12806249410388232
terms13,terms18,bio,0.050000011920928955
terms13,terms19,bio,0.21023797006981512
terms13,terms20,bio,0.04123106256271561
terms13,terms21,bio,0.1780449545682661
terms13,terms22,bio,0.07280110033582247
terms13,terms23,bio,0.15000000000000008
terms13,terms24,bio,0.20248457851748547
terms13,terms25,bio,0.05385165897362536
terms13,terms26,bio,0.18027757369201214
terms13,terms27,bio,0.16763054628463117
terms13,terms28,bio,0.13453624452453358
terms13,terms29,bio,0.13453624397073602
terms13,terms30,bio,0.16970562895991118
terms13,terms31,bio,0.20000001043081284
terms13,terms32,bio,0.18357560263691577
terms13,terms33,bio,0.20223749437750682
terms13,terms34,bio,0.20124611930778147
terms13,terms35,bio,0.08602325832614091
terms13,terms36,bio,0.12041594479794542
terms13,terms37,bio,0.14142137151554213
terms13,terms38,bio,0.1615549492501146
terms13,terms39,bio,0.1019803989512594
terms13,terms40,bio,0.07211103112994029
terms13,terms41,bio,0.187882942740563
terms13,terms42,bio,0.22022716093613065
terms13,terms43,bio,0.0707106897090383
terms13,terms44,bio,0.12041595438836823
terms13,terms45,bio,0.12727922040284442
terms13,terms46,bio,0.05000000894069852
terms13,terms47,bio,0.13453624397073602
terms13,terms48,bio,0.3088689128846358
terms13,terms49,bio,0.30016663044132674
terms13,terms50,bio,0.16124516614795353
terms14,terms15,bio,0.2596151025934094
terms14,terms16,bio,0.19924858923323469
terms14,terms17,bio,0.28017851696892615
terms14,terms18,bio,0.2302172897485958
terms14,terms19,bio,0.22561028204343972
terms14,terms20,bio,0.23323808144152902
terms14,terms21,bio,0.2600000072270633
terms14,terms22,bio,0.2280350867841673
terms14,terms23,bio,0.15033297194634762
terms14,terms24,bio,0.0781024993061107
terms14,terms25,bio,0.2195449851175112
terms14,terms26,bio,0.09486832945163946
terms14,terms27,bio,0.19235383912546516
terms14,terms28,bio,0.26076809652239435
terms14,terms29,bio,0.2745906121232161
terms14,terms30,bio,0.12041595284152531
terms14,terms31,bio,0.13601470793579784
terms14,terms32,bio,0.3264965637640147
terms14,terms33,bio,0.10770329961537067
terms14,terms34,bio,0.15811388948764032
terms14,terms35,bio,0.19924858923323469
terms14,terms36,bio,0.23021728003961964
terms14,terms37,bio,0.18027756335991565
terms14,terms38,bio,0.18110769645203353
terms14,terms39,bio,0.17804494201427715
terms14,terms40,bio,0.2758622914832345
terms14,terms41,bio,0.1649242213383629
terms14,terms42,bio,0.10770328923883522
terms14,terms43,bio,0.2617250511065673
terms14,terms44,bio,0.16492422404890958
terms14,terms45,bio,0.266270542535993
terms14,terms46,bio,0.22847319027033908
terms14,terms47,bio,0.2745906121232161
terms14,terms48,bio,0.03605550988231725
terms14,terms49,bio,0.13416408064918797
terms14,terms50,bio,0.17000000200727408
terms15,terms16,bio,0.06082762761798254
terms15,terms17,bio,0.18357559939004392
terms15,terms18,bio,0.08485281447995559
terms15,terms19,bio,0.249999999254942
terms15,terms20,bio,0.07071067522105894
terms15,terms21,bio,0.2267156890528432
terms15,terms22,bio,0.03162277766192
terms15,terms23,bio,0.11661903209585732
terms15,terms24,bio,0.20024984691035985
terms15,terms25,bio,0.07211102699710169
terms15,terms26,bio,0.16492422856648764
terms15,terms27,bio,0.11661903720691348
terms15,terms28,bio,0.18601074781917276
terms15,terms29,bio,0.1886796196084539
terms15,terms30,bio,0.143178205741275
terms15,terms31,bio,0.2184032971696552
terms15,terms32,bio,0.24166091931157177
terms15,terms33,bio,0.21213203514621767
terms15,terms34,bio,0.15620499050365405
terms15,terms35,bio,0.06082762761798254
terms15,terms36,bio,0.0632455553238409
terms15,terms37,bio,0.1700000044177561
terms15,terms38,bio,0.1140175471494739
terms15,terms39,bio,0.11704699824149362
terms15,terms40,bio,0.12999999981660113
terms15,terms41,bio,0.14212670295562377
terms15,terms42,bio,0.18601075462844968
terms15,terms43,bio,0.12529964475023844
terms15,terms44,bio,0.09486833357478011
terms15,terms45,bio,0.18027755612744822
terms15,terms46,bio,0.04472136521439751
terms15,terms47,bio,0.1886796196084539
terms15,terms48,bio,0.29410882448636244
terms15,terms49,bio,0.31400636969908186
terms15,terms50,bio,0.18788294313711687
terms16,terms17,bio,0.17262676515011685
terms16,terms18,bio,0.06999999843537807
terms16,terms19,bio,0.21260291255398503
terms16,terms20,bio,0.06082762486203
terms16,terms21,bio,0.20124612430578284
terms16,terms22,bio,0.030000001192092896
terms16,terms23,bio,0.06403123628877816
terms16,terms24,bio,0.14000000059604645
terms16,terms25,bio,0.04999999888241291
terms16,terms26,bio,0.10440306632369613
terms16,terms27,bio,0.08999999798834324
terms16,terms28,bio,0.16763054006212946
terms16,terms29,bio,0.17464248998195162
terms16,terms30,bio,0.08602324620056669
terms16,terms31,bio,0.1655294515604945
terms16,terms32,bio,0.2334523514443169
terms16,terms33,bio,0.15524174529242962
terms16,terms34,bio,0.11704699744581133
terms16,terms35,bio,0.0
terms16,terms36,bio,0.06403123628877816
terms16,terms37,bio,0.1272792217199334
terms16,terms38,bio,0.0806225782222903
terms16,terms39,bio,0.07071067522105894
terms16,terms40,bio,0.130384049332635
terms16,terms41,bio,0.10440306150665184
terms16,terms42,bio,0.1345362398172564
terms16,terms43,bio,0.12000000290572643
terms16,terms44,bio,0.03605551453176046
terms16,terms45,bio,0.16492421772430044
terms16,terms46,bio,0.03605550988231725
terms16,terms47,bio,0.17464248998195162
terms16,terms48,bio,0.23409399711953327
terms16,terms49,bio,0.2570992005194588
terms16,terms50,bio,0.14212670230034738
terms17,terms18,bio,0.10440306685892327
terms17,terms19,bio,0.11045361006394572
terms17,terms20,bio,0.11704700253817965
terms17,terms21,bio,0.06082762853663366
terms17,terms22,bio,0.18027756449644622
terms17,terms23,bio,0.22022715383154812
terms17,terms24,bio,0.20248456692681002
terms17,terms25,bio,0.1236931700695923
terms17,terms26,bio,0.21189620039939372
terms17,terms27,bio,0.26172504463027807
terms17,terms28,bio,0.022360678442198516
terms17,terms29,bio,0.009999990463256836
terms17,terms30,bio,0.22360679508437836
terms17,terms31,bio,0.15620499241155217
terms17,terms32,bio,0.06082762608689844
terms17,terms33,bio,0.17691805891247067
terms17,terms34,bio,0.28017851537339056
terms17,terms35,bio,0.17262676515011685
terms17,terms36,bio,0.2308679243076464
terms17,terms37,bio,0.10000000298023225
terms17,terms38,bio,0.2507987237469661
terms17,terms39,bio,0.12165525094892748
terms17,terms40,bio,0.056568546498874654
terms17,terms41,bio,0.26999999582767487
terms17,terms42,bio,0.27658633016301937
terms17,terms43,bio,0.05830951700625173
terms17,terms44,bio,0.1900000013411045
terms17,terms45,bio,0.01414213267345548
terms17,terms46,bio,0.14866068703214644
terms17,terms47,bio,0.009999990463256836
terms17,terms48,bio,0.3140063679195207
terms17,terms49,bio,0.24596747535917626
terms17,terms50,bio,0.11313708509521475
terms18,terms19,bio,0.1664331681772557
terms18,terms20,bio,0.014142139258897186
