query_index,method,rank,PaperID,similarity
0,raw,48,2554162271,0.5366901755332947
0,raw,49,2280498816,0.536130964756012
0,raw,50,2951886696,0.535552978515625
0,raw,51,2767828823,0.534099817276001
0,raw,52,2316335611,0.5326482057571411
0,raw,53,2513938116,0.5325509309768677
0,raw,54,2477935842,0.5323552489280701
0,raw,55,2312482938,0.5321524143218994
0,raw,56,2537232385,0.5320138335227966
0,raw,57,2278235238,0.5315702557563782
0,raw,58,2470177402,0.5315062403678894
0,raw,59,2949838141,0.5309990048408508
0,raw,60,2407587879,0.5300127863883972
0,raw,61,2556121581,0.5297768115997314
0,raw,62,2534230907,0.5290789008140564
0,raw,63,1600794084,0.5290310978889465
0,raw,64,2521696568,0.5288624167442322
0,raw,65,2496043396,0.528805136680603
0,raw,66,2489231608,0.5282337069511414
0,raw,67,2437797956,0.527843713760376
0,raw,68,2404873600,0.527619481086731
0,raw,69,2567090851,0.5273895263671875
0,raw,70,2754472824,0.5273750424385071
0,raw,71,2523872106,0.5266139507293701
0,raw,72,2501125125,0.5261199474334717
0,raw,73,2192009965,0.5258058309555054
0,raw,74,2555784759,0.525753378868103
0,raw,75,2395748753,0.5247421264648438
0,raw,76,2557248052,0.524385392665863
0,raw,77,2472477235,0.5241812467575073
0,raw,78,2560619756,0.5241318941116333
0,raw,79,2315393516,0.523883581161499
0,raw,80,2547842015,0.5224162340164185
0,raw,81,2578404584,0.5216439962387085
0,raw,82,2386728016,0.5212813019752502
0,raw,83,2529643570,0.5204500555992126
0,raw,84,3133351540,0.5201922059059143
0,raw,85,2340058475,0.5196948051452637
0,raw,86,2760647403,0.5185126066207886
0,raw,87,2395767408,0.5179797410964966
0,raw,88,2510026357,0.5175687074661255
0,raw,89,2530982695,0.5164372324943542
0,raw,90,2526945054,0.5155539512634277
0,raw,91,2751657416,0.5151985883712769
0,raw,92,2531643192,0.5151470899581909
0,raw,93,2461871004,0.5147659778594971
0,raw,94,2562942613,0.5127779245376587
0,raw,95,2467651252,0.5127739310264587
0,raw,96,2571646445,0.5126792192459106
0,raw,97,2410918580,0.5121185779571533
0,raw,98,2511007997,0.5120148658752441
0,raw,99,2495019408,0.5119648575782776
0,raw,100,2464333665,0.511847972869873
1,raw,1,2259718314,0.5982781052589417
1,raw,2,2467919265,0.5495218634605408
1,raw,3,2277390827,0.5475628972053528
1,raw,4,2521673894,0.5433349013328552
1,raw,5,2512596095,0.5358952879905701
1,raw,6,3121276881,0.5148916840553284
1,raw,7,2514933323,0.512947142124176
1,raw,8,2555597465,0.5127324461936951
1,raw,9,3125131039,0.5127323865890503
1,raw,10,2314802873,0.5062350034713745
1,raw,11,1528859894,0.5057369470596313
1,raw,12,2506811723,0.5016140341758728
1,raw,13,3165398923,0.5015924572944641
1,raw,14,3150468298,0.5013052225112915
1,raw,15,2588108596,0.49797889590263367
1,raw,16,64006432,0.4958357512950897
1,raw,17,2832684285,0.49174943566322327
1,raw,18,2412537721,0.490917444229126
1,raw,19,2616503158,0.49087193608283997
1,raw,20,2527433367,0.49012625217437744
1,raw,21,2579491105,0.4889417886734009
1,raw,22,2565854756,0.48748454451560974
1,raw,23,2585765136,0.4865398406982422
1,raw,24,2403316818,0.48634767532348633
1,raw,25,2874452468,0.48592060804367065
1,raw,26,2804195541,0.4849318265914917
1,raw,27,2521350455,0.48426786065101624
1,raw,28,2561588799,0.4831351041793823
1,raw,29,2511699880,0.48158150911331177
1,raw,30,3124294266,0.4785268306732178
1,raw,31,2293820287,0.4785268306732178
1,raw,32,2556833313,0.4779428243637085
1,raw,33,2519622358,0.4764026701450348
1,raw,34,2978483256,0.47630560398101807
1,raw,35,2337758870,0.4747275114059448
1,raw,36,2734852459,0.47458159923553467
1,raw,37,3123204591,0.47380244731903076
1,raw,38,2283952600,0.4733048677444458
1,raw,39,2825245497,0.472216933965683
1,raw,40,2530022768,0.4704796075820923
1,raw,41,3141930912,0.47001004219055176
1,raw,42,2257814655,0.46863481402397156
1,raw,43,2586627825,0.46860361099243164
1,raw,44,2558103433,0.46678754687309265
1,raw,45,2747927812,0.4663286507129669
1,raw,46,2496401649,0.4655110836029053
1,raw,47,2833657723,0.4649866223335266
1,raw,48,2514628983,0.46498316526412964
1,raw,49,2917549085,0.4646506905555725
1,raw,50,2464000302,0.4646480083465576
1,raw,51,3026964527,0.46442848443984985
1,raw,52,1797359920,0.4627905786037445
1,raw,53,2541826128,0.4616585373878479
1,raw,54,3123397525,0.46135184168815613
1,raw,55,28348576,0.46135058999061584
1,raw,56,1925807030,0.4612846374511719
1,raw,57,2606086285,0.46108782291412354
1,raw,58,3123296973,0.46062302589416504
1,raw,59,2881995950,0.4605966806411743
1,raw,60,2585172863,0.4601457417011261
1,raw,61,3122198912,0.4592660069465637
1,raw,62,3144775900,0.45875951647758484
1,raw,63,3121723280,0.45875951647758484
1,raw,64,2991070930,0.4586058557033539
1,raw,65,2513171303,0.4585772454738617
1,raw,66,3145940082,0.4564198851585388
1,raw,67,2303019547,0.45499372482299805
1,raw,68,2471333126,0.4549735188484192
1,raw,69,83052500,0.45461177825927734
1,raw,70,2610954818,0.4540146589279175
1,raw,71,2610181185,0.4539429843425751
1,raw,72,2535338626,0.45392584800720215
1,raw,73,2340562583,0.45343977212905884
1,raw,74,2567357926,0.45337092876434326
1,raw,75,2510366102,0.4530819058418274
1,raw,76,158652999,0.45281559228897095
1,raw,77,3122731530,0.45229053497314453
1,raw,78,2507765812,0.45223960280418396
1,raw,79,2190166267,0.45222291350364685
1,raw,80,2550220060,0.45201626420021057
1,raw,81,2873237829,0.4517360329627991
1,raw,82,2558144345,0.45158469676971436
1,raw,83,2898797484,0.4512581527233124
1,raw,84,2612406839,0.45118117332458496
1,raw,85,2981193292,0.450845330953598
1,raw,86,2463762571,0.45047640800476074
1,raw,87,2765400202,0.4504125118255615
1,raw,88,2803900324,0.4502841830253601
1,raw,89,2489137411,0.4501355290412903
1,raw,90,1914218639,0.4490513205528259
1,raw,91,2490293992,0.44865649938583374
1,raw,92,3122273505,0.44849148392677307
1,raw,93,2338565370,0.4479280710220337
1,raw,94,3084436881,0.44785866141319275
1,raw,95,170528404,0.4475129544734955
1,raw,96,2281121977,0.4474988281726837
1,raw,97,2588729732,0.44696831703186035
1,raw,98,2828985728,0.44665515422821045
1,raw,99,2821248519,0.44659414887428284
1,raw,100,1582896335,0.4461219310760498
2,raw,1,3144917544,0.368615984916687
2,raw,2,2817112259,0.36861592531204224
2,raw,3,2756803915,0.3503299653530121
2,raw,4,2768234128,0.3472799062728882
2,raw,5,2427605541,0.33716338872909546
2,raw,6,2847903513,0.33636486530303955
2,raw,7,2571333123,0.3357044458389282
2,raw,8,2468260808,0.33483192324638367
2,raw,9,2541981808,0.32887405157089233
2,raw,10,2875358805,0.3282787799835205
2,raw,11,2816970012,0.3241800367832184
2,raw,12,2716839194,0.32376760244369507
2,raw,13,2562890883,0.3216831088066101
2,raw,14,2655553343,0.32008934020996094
2,raw,15,2877534258,0.3194887340068817
2,raw,16,2933262423,0.31507331132888794
2,raw,17,2833339919,0.31240808963775635
2,raw,18,2815157555,0.31230902671813965
2,raw,19,2734357877,0.310391902923584
2,raw,20,2822352577,0.30980509519577026
2,raw,21,2715731395,0.30458998680114746
2,raw,22,2920255704,0.3032478392124176
2,raw,23,2841745011,0.303200364112854
2,raw,24,2082996294,0.3028791844844818
2,raw,25,2848765949,0.3027964234352112
2,raw,26,2856666686,0.30103909969329834
2,raw,27,2902402200,0.30086368322372437
2,raw,28,2838206565,0.30081263184547424
2,raw,29,2619650212,0.30049532651901245
2,raw,30,2509470310,0.29892486333847046
2,raw,31,2724248701,0.2985544800758362
2,raw,32,2412720433,0.2980839014053345
2,raw,33,2466298236,0.2954334020614624
2,raw,34,2481294645,0.2948950231075287
2,raw,35,2784252246,0.2948950231075287
2,raw,36,2814568577,0.29419827461242676
2,raw,37,2523596280,0.29208672046661377
2,raw,38,2852581832,0.2920812964439392
2,raw,39,2536035694,0.2919216454029083
2,raw,40,2574895924,0.29130494594573975
2,raw,41,2414198074,0.2903958261013031
2,raw,42,2474403100,0.2903755307197571
2,raw,43,2404118510,0.2890810966491699
2,raw,44,2852970659,0.28863289952278137
2,raw,45,2823952664,0.28767073154449463
2,raw,46,2793667323,0.28699785470962524
2,raw,47,2773647213,0.2867125868797302
2,raw,48,2396715880,0.2867125868797302
2,raw,49,2874199397,0.2855519652366638
2,raw,50,3130673536,0.2836848497390747
2,raw,51,2813325887,0.28150317072868347
2,raw,52,2814586523,0.2807497978210449
2,raw,53,2861148638,0.28070908784866333
2,raw,54,2771265427,0.2802986204624176
2,raw,55,2406820520,0.28010523319244385
2,raw,56,2931305059,0.27987170219421387
2,raw,57,2564487178,0.2795434892177582
2,raw,58,2859532900,0.27912208437919617
2,raw,59,3157419750,0.2790735960006714
2,raw,60,2487233091,0.27871525287628174
2,raw,61,2729356061,0.27870476245880127
2,raw,62,2860542634,0.2786310911178589
2,raw,63,2613060638,0.27805203199386597
2,raw,64,3196464962,0.277888685464859
2,raw,65,2575506742,0.2773917019367218
2,raw,66,2827697288,0.2769765257835388
2,raw,67,2868367023,0.2761893570423126
2,raw,68,2786421448,0.2756550908088684
2,raw,69,2840825604,0.275655061006546
2,raw,70,2481957086,0.2748369574546814
2,raw,71,2558510395,0.27455803751945496
2,raw,72,2590112865,0.27420005202293396
2,raw,73,2556166374,0.27404314279556274
2,raw,74,2843133395,0.27387309074401855
2,raw,75,3141574727,0.2735911011695862
2,raw,76,2495223489,0.27359089255332947
2,raw,77,2517063287,0.2732833921909332
2,raw,78,2521033199,0.27305513620376587
2,raw,79,2932773173,0.27274471521377563
2,raw,80,2419611271,0.2726692259311676
2,raw,81,2829707307,0.2725093960762024
2,raw,82,2381357831,0.27013736963272095
2,raw,83,2396441157,0.2701372504234314
2,raw,84,2549918722,0.27003324031829834
2,raw,85,2557318230,0.26986125111579895
2,raw,86,2928387959,0.2684955596923828
2,raw,87,2473268722,0.2678319215774536
2,raw,88,3148544427,0.2675556242465973
2,raw,89,2341917615,0.2666189670562744
2,raw,90,2619525643,0.26591628789901733
2,raw,91,3088807722,0.2658049762248993
2,raw,92,2902637871,0.26543503999710083
2,raw,93,2821043329,0.2653033137321472
2,raw,94,2876031651,0.2652744948863983
2,raw,95,2279058412,0.26519668102264404
2,raw,96,2752739096,0.2647167146205902
2,raw,97,2340496641,0.2646749019622803
2,raw,98,2845823364,0.2646368145942688
2,raw,99,2507065625,0.2644176185131073
2,raw,100,2735809756,0.2634276747703552
3,raw,1,2460130289,0.5454845428466797
3,raw,2,2522624362,0.5375653505325317
3,raw,3,2521957851,0.502206027507782
3,raw,4,2470632608,0.5000839233398438
3,raw,5,2461230422,0.49101758003234863
3,raw,6,2411332257,0.49018394947052
3,raw,7,2433026197,0.4901585578918457
3,raw,8,2527997915,0.48759138584136963
3,raw,9,2515949538,0.4852582514286041
3,raw,10,2291053413,0.4843723773956299
3,raw,11,2480209120,0.4808695316314697
3,raw,12,2504350840,0.47998011112213135
3,raw,13,2547388175,0.47912514209747314
3,raw,14,2470757901,0.4672408699989319
3,raw,15,2594691096,0.4670599699020386
3,raw,16,2346458628,0.4661366641521454
3,raw,17,2513660386,0.4660704731941223
3,raw,18,3103657871,0.46466830372810364
3,raw,19,2252984395,0.456878125667572
3,raw,20,2949779475,0.456878125667572
3,raw,21,2748068843,0.4543907642364502
3,raw,22,2726370436,0.45408153533935547
3,raw,23,2441696405,0.4531945586204529
3,raw,24,2314835594,0.4520612359046936
3,raw,25,2583953961,0.452019065618515
3,raw,26,2505052787,0.4508225917816162
3,raw,27,2411978194,0.44612008333206177
3,raw,28,2526775883,0.44507724046707153
3,raw,29,2295116981,0.44345423579216003
3,raw,30,2546778558,0.44126787781715393
3,raw,31,2508592749,0.44071829319000244
3,raw,32,2538204725,0.4397653639316559
3,raw,33,2586668737,0.4395342767238617
3,raw,34,2510139783,0.4395342767238617
3,raw,35,2558087156,0.4378436803817749
3,raw,36,2404817546,0.43725961446762085
3,raw,37,2575480432,0.43638303875923157
3,raw,38,2343346937,0.4345187246799469
3,raw,39,2547921544,0.4339986741542816
3,raw,40,2546489294,0.4333922863006592
3,raw,41,2538902806,0.43323004245758057
3,raw,42,2528861957,0.43266916275024414
3,raw,43,2318686780,0.4325162172317505
3,raw,44,3099066313,0.4317144751548767
3,raw,45,2916113666,0.4313610792160034
3,raw,46,2914703235,0.4303191304206848
3,raw,47,2411832876,0.43007463216781616
3,raw,48,2464457047,0.4295225143432617
3,raw,49,2773866723,0.4273674786090851
3,raw,50,2473584207,0.42568957805633545
3,raw,51,2512398511,0.42382657527923584
3,raw,52,2539268621,0.42359834909439087
3,raw,53,2551221599,0.4234456717967987
3,raw,54,2536185470,0.4228402376174927
3,raw,55,2594902302,0.4225127696990967
3,raw,56,2321813929,0.42154788970947266
3,raw,57,2563366460,0.42131197452545166
3,raw,58,2464465410,0.4211080074310303
3,raw,59,3100876834,0.4210369288921356
3,raw,60,2912345392,0.4209232032299042
3,raw,61,2523510093,0.42062973976135254
3,raw,62,2582191341,0.42029985785484314
3,raw,63,2562187908,0.4201233983039856
3,raw,64,2313358827,0.41910940408706665
3,raw,65,2964012239,0.41883862018585205
3,raw,66,2528520741,0.4185195565223694
3,raw,67,2503592398,0.41804182529449463
3,raw,68,2319859457,0.4179520010948181
3,raw,69,2474494164,0.41697055101394653
3,raw,70,2586186406,0.41683855652809143
3,raw,71,2317965199,0.4163837432861328
3,raw,72,2491350237,0.4163024425506592
3,raw,73,2580804867,0.4162241220474243
3,raw,74,3098845448,0.41619616746902466
3,raw,75,2228600580,0.41619616746902466
3,raw,76,2558722224,0.4160124957561493
3,raw,77,2257086086,0.4158552885055542
3,raw,78,2492276541,0.41560250520706177
3,raw,79,2521364797,0.41549211740493774
3,raw,80,2587319144,0.4153396487236023
3,raw,81,2536682628,0.4150417447090149
3,raw,82,2320691162,0.4139055013656616
3,raw,83,2788270257,0.4137742519378662
3,raw,84,2626511964,0.41339749097824097
3,raw,85,2539212041,0.4132547378540039
3,raw,86,2385575568,0.4132344126701355
3,raw,87,2505924439,0.41304993629455566
3,raw,88,3090790676,0.41290780901908875
3,raw,89,2553992266,0.41263818740844727
3,raw,90,2559482136,0.41234952211380005
3,raw,91,2352798706,0.41212719678878784
3,raw,92,2341381023,0.411753386259079
3,raw,93,2582675419,0.4115142822265625
3,raw,94,2474411373,0.41091471910476685
3,raw,95,2743105283,0.41022050380706787
3,raw,96,2257819176,0.41003870964050293
3,raw,97,2556755018,0.4098278284072876
3,raw,98,2760853194,0.4094545841217041
3,raw,99,2396585471,0.40934276580810547
3,raw,100,2280498816,0.4087265133857727
4,raw,1,2512254593,0.6850481033325195
4,raw,2,2470363613,0.6245179176330566
4,raw,3,2585226328,0.6088701486587524
4,raw,4,2395887944,0.6041806936264038
4,raw,5,2342103700,0.5934077501296997
4,raw,6,2625874778,0.5873591899871826
4,raw,7,2463679178,0.5813056230545044
4,raw,8,1730684707,0.5777130126953125
4,raw,9,2539382212,0.5743345022201538
4,raw,10,2296798404,0.5709339380264282
4,raw,11,2511210830,0.5697478652000427
4,raw,12,2550958907,0.5656424760818481
4,raw,13,2294413100,0.5654362440109253
4,raw,14,2621173901,0.5649933218955994
4,raw,15,2548983695,0.5615912079811096
4,raw,16,3124201442,0.5569511651992798
4,raw,17,2586153564,0.556351900100708
4,raw,18,2889216673,0.5559545755386353
4,raw,19,2570504673,0.5547270774841309
4,raw,20,2414498945,0.5508034229278564
4,raw,21,2415606761,0.5491516590118408
4,raw,22,2553003467,0.5456598401069641
4,raw,23,2585115490,0.5451056361198425
4,raw,24,2752631457,0.5439859628677368
4,raw,25,2296670485,0.5439771413803101
4,raw,26,2527559513,0.5430619716644287
4,raw,27,3102667442,0.5430088043212891
4,raw,28,2547513312,0.5416678786277771
4,raw,29,2541453521,0.5400845408439636
4,raw,30,2548728501,0.5397014617919922
4,raw,31,2461449740,0.5393111705780029
4,raw,32,2519127576,0.5387719869613647
4,raw,33,2325132898,0.5371514558792114
4,raw,34,2862267609,0.5365960001945496
4,raw,35,2512324990,0.5364742279052734
4,raw,36,3144533878,0.5361764430999756
4,raw,37,2574021639,0.5359896421432495
4,raw,38,2747949209,0.5346881151199341
4,raw,39,2019668886,0.5344191789627075
4,raw,40,2477106178,0.5341528654098511
4,raw,41,2291121535,0.5341365337371826
4,raw,42,2465832359,0.533979058265686
4,raw,43,2547612877,0.5329458117485046
4,raw,44,2954137094,0.5327190160751343
4,raw,45,3040999912,0.5310764312744141
4,raw,46,2952663429,0.5306169986724854
4,raw,47,2527667058,0.5303826332092285
4,raw,48,2753809566,0.5290834307670593
4,raw,49,2563516817,0.5290834307670593
4,raw,50,2567233443,0.5285093784332275
4,raw,51,2507908806,0.527588427066803
4,raw,52,2572480678,0.5271438360214233
4,raw,53,2416164544,0.5268746614456177
4,raw,54,2563293304,0.5268332958221436
4,raw,55,2414793015,0.5266052484512329
4,raw,56,2345536537,0.5260902643203735
4,raw,57,2412396675,0.525518536567688
4,raw,58,2295017819,0.5253620147705078
4,raw,59,2509157899,0.524757981300354
4,raw,60,2609484113,0.5242691040039062
4,raw,61,2527840905,0.5239659547805786
4,raw,62,2546547304,0.5235283374786377
4,raw,63,2296644588,0.5233449935913086
4,raw,64,2470447572,0.5233417749404907
4,raw,65,2788226550,0.523177981376648
4,raw,66,2476406844,0.5231105089187622
4,raw,67,2565952185,0.5229751467704773
4,raw,68,2517995042,0.5220156311988831
4,raw,69,2394188858,0.5209597945213318
4,raw,70,2462390065,0.5202988982200623
4,raw,71,2067997750,0.5197409391403198
4,raw,72,2568258772,0.5196619629859924
4,raw,73,2431956547,0.5196554660797119
4,raw,74,2336905224,0.5196429491043091
4,raw,75,2577168804,0.5192942023277283
4,raw,76,2747358694,0.5191159248352051
4,raw,77,2341569780,0.5190795063972473
4,raw,78,2592758592,0.5189540982246399
4,raw,79,2565653825,0.5183464288711548
4,raw,80,3122894616,0.5175940990447998
4,raw,81,2467642413,0.5172205567359924
4,raw,82,2127723900,0.516639769077301
4,raw,83,2963309107,0.5165765285491943
4,raw,84,2294581844,0.5161733627319336
4,raw,85,2515257265,0.5161154866218567
4,raw,86,2594246650,0.5153585076332092
4,raw,87,3160238477,0.5150887370109558
4,raw,88,2913584871,0.5142587423324585
4,raw,89,2396055865,0.5139796137809753
4,raw,90,2496485373,0.5135625004768372
4,raw,91,2915727407,0.5134119987487793
4,raw,92,2473645889,0.5133603811264038
4,raw,93,2785103256,0.5122500061988831
4,raw,94,2533575115,0.5116715431213379
4,raw,95,2550216348,0.5095747709274292
4,raw,96,2295071102,0.5087528228759766
4,raw,97,2567222344,0.5081179141998291
4,raw,98,2605628243,0.5079847574234009
4,raw,99,2519681026,0.5077953338623047
4,raw,100,2518860590,0.5073668956756592
5,raw,1,2567373987,0.6393516659736633
5,raw,2,2347072622,0.6263247132301331
5,raw,3,2473680990,0.6217688322067261
5,raw,4,2346380375,0.6067614555358887
5,raw,5,2515839225,0.6039218306541443
5,raw,6,2508797190,0.5982877612113953
5,raw,7,2343957433,0.591090738773346
5,raw,8,2345019564,0.5865845680236816
5,raw,9,2556383938,0.5855849385261536
5,raw,10,1762174004,0.5850427150726318
5,raw,11,2589528731,0.5839594006538391
5,raw,12,2558510261,0.5808323621749878
5,raw,13,2521720213,0.5807846784591675
5,raw,14,2767393997,0.5783554911613464
5,raw,15,2620791119,0.5760583877563477
5,raw,16,2556121581,0.5760297775268555
5,raw,17,2275711495,0.5731804370880127
5,raw,18,2464063580,0.5683451890945435
5,raw,19,2304689505,0.567268967628479
5,raw,20,2342735857,0.5672272443771362
5,raw,21,2345895181,0.5667452216148376
5,raw,22,2547080381,0.566573977470398
5,raw,23,2205392652,0.5660887956619263
5,raw,24,2342843016,0.5624953508377075
5,raw,25,2322190778,0.5610458850860596
5,raw,26,2319056300,0.5607718229293823
5,raw,27,2560002498,0.5587586164474487
5,raw,28,2484365081,0.5580663084983826
5,raw,29,2253644374,0.5555822253227234
5,raw,30,2548459112,0.5553507804870605
5,raw,31,2500750646,0.5551308393478394
5,raw,32,2475063903,0.5548115968704224
5,raw,33,2432199245,0.5527145862579346
5,raw,34,2953119031,0.5523715019226074
5,raw,35,2511871275,0.5523715019226074
5,raw,36,2883424861,0.5517096519470215
5,raw,37,2508315980,0.5495005249977112
5,raw,38,2472795560,0.5490068197250366
5,raw,39,2470525728,0.5489479303359985
5,raw,40,2328646621,0.5486187934875488
5,raw,41,2754274140,0.5478620529174805
5,raw,42,2293326301,0.5476299524307251
5,raw,43,2217205176,0.5468257665634155
5,raw,44,2529655138,0.5459604263305664
5,raw,45,2912710021,0.5452331900596619
5,raw,46,2535370072,0.5451887845993042
5,raw,47,2550350567,0.5448055267333984
5,raw,48,2620256777,0.5433138608932495
5,raw,49,2564349309,0.5432666540145874
5,raw,50,2514543465,0.5430467128753662
5,raw,51,2566661889,0.5420504212379456
5,raw,52,2292121712,0.5420383810997009
5,raw,53,2520519270,0.541984498500824
5,raw,54,2550191646,0.5418804287910461
5,raw,55,2463283787,0.5407179594039917
5,raw,56,2526188806,0.5406398773193359
5,raw,57,2572506054,0.539979100227356
5,raw,58,2963546677,0.539616048336029
5,raw,59,2286036512,0.5387024283409119
5,raw,60,2437797956,0.53761887550354
5,raw,61,2401716389,0.537155032157898
5,raw,62,2475370544,0.5370930433273315
5,raw,63,2516331323,0.5362347960472107
5,raw,64,2529659128,0.534860372543335
5,raw,65,2359163803,0.5343160629272461
5,raw,66,2584484117,0.5339509844779968
5,raw,67,2519328682,0.5330581665039062
5,raw,68,2174357492,0.5328079462051392
5,raw,69,2516518581,0.5321323871612549
5,raw,70,2517884444,0.53212571144104
5,raw,71,2518750914,0.5314833521842957
5,raw,72,2195385418,0.5314631462097168
5,raw,73,2197591001,0.5311704277992249
5,raw,74,2556201829,0.5309609174728394
5,raw,75,2575233461,0.5306195616722107
5,raw,76,2514525976,0.5304163694381714
5,raw,77,2555459351,0.530407726764679
5,raw,78,2599826634,0.5299203395843506
5,raw,79,2553818246,0.5293558239936829
5,raw,80,2463361988,0.5290927886962891
5,raw,81,2532948388,0.528369665145874
5,raw,82,2787697862,0.5280690789222717
5,raw,83,2524969399,0.5271617770195007
5,raw,84,2340058475,0.5263957977294922
5,raw,85,2478673910,0.5260884761810303
5,raw,86,1930324736,0.525667130947113
5,raw,87,2247903663,0.5256391763687134
5,raw,88,2404611832,0.5247848629951477
5,raw,89,2551221471,0.524020791053772
5,raw,90,2778285140,0.5232926607131958
5,raw,91,2217080921,0.5223243236541748
5,raw,92,2602809347,0.5220144391059875
5,raw,93,2470886131,0.5218955874443054
5,raw,94,1969605785,0.521835207939148
5,raw,95,2469208519,0.5217561721801758
5,raw,96,2762241217,0.5214133262634277
5,raw,97,2263363962,0.5212492942810059
5,raw,98,2748006545,0.5206313729286194
5,raw,99,2436209563,0.5205584168434143
5,raw,100,2262283354,0.520512044429779
6,raw,1,2273224325,0.6116753220558167
6,raw,2,2463475103,0.5639479160308838
6,raw,3,2345570556,0.5583229660987854
6,raw,4,2098012352,0.5474168062210083
6,raw,5,2344803877,0.5458534359931946
6,raw,6,2497951268,0.5432669520378113
6,raw,7,2410995873,0.5429911017417908
6,raw,8,2343341339,0.5423502922058105
6,raw,9,2178776839,0.5417423844337463
6,raw,10,2586154678,0.5342742204666138
6,raw,11,2529538679,0.5331653356552124
6,raw,12,3177259575,0.5300626754760742
6,raw,13,3106000530,0.5294228196144104
6,raw,14,2559974546,0.5288397669792175
6,raw,15,2507979532,0.527153491973877
6,raw,16,2515334884,0.526867151260376
6,raw,17,2344107174,0.5266008377075195
6,raw,18,3100638071,0.5253716707229614
6,raw,19,2346865411,0.5237782001495361
6,raw,20,2297450374,0.5200781226158142
6,raw,21,2462902780,0.519493043422699
6,raw,22,2322623174,0.5172267556190491
6,raw,23,3105514386,0.5150845050811768
6,raw,24,2345275680,0.5129276514053345
6,raw,25,2950070557,0.511533260345459
6,raw,26,2420750091,0.511533260345459
6,raw,27,2510250836,0.5101948380470276
6,raw,28,2478335541,0.5095692276954651
6,raw,29,2557136855,0.5086851119995117
6,raw,30,2886378440,0.5078313946723938
6,raw,31,2265218002,0.5060232281684875
6,raw,32,17642993,0.5053605437278748
6,raw,33,2802577187,0.504792332649231
6,raw,34,2346982987,0.503338098526001
6,raw,35,746388284,0.5030531883239746
6,raw,36,3017416069,0.5030531883239746
6,raw,37,2785675231,0.503022313117981
6,raw,38,2744739153,0.5028049945831299
6,raw,39,2555264206,0.5026642680168152
6,raw,40,2467555074,0.501517117023468
6,raw,41,2188727443,0.5010260343551636
6,raw,42,2955475200,0.49936261773109436
6,raw,43,2416576931,0.49868300557136536
6,raw,44,2345544569,0.4986382722854614
6,raw,45,2399094229,0.4968130588531494
6,raw,46,2565782079,0.4967278242111206
6,raw,47,2293981629,0.49538904428482056
6,raw,48,2419343167,0.4940508008003235
6,raw,49,2473602422,0.49255111813545227
6,raw,50,1746919098,0.49089252948760986
6,raw,51,2502867046,0.49075937271118164
6,raw,52,2112611468,0.490256667137146
6,raw,53,2512371051,0.4901481866836548
6,raw,54,2297121650,0.4901270270347595
6,raw,55,3169664233,0.4892469346523285
6,raw,56,2474137639,0.4878726005554199
6,raw,57,2515247316,0.48432767391204834
6,raw,58,2949391136,0.4840124249458313
6,raw,59,2489628379,0.4840124249458313
6,raw,60,1753266816,0.4836761951446533
6,raw,61,2397928098,0.48351216316223145
6,raw,62,2463335714,0.4831288754940033
6,raw,63,2330998918,0.4816598892211914
6,raw,64,2541995826,0.48148825764656067
6,raw,65,2418862139,0.4801591634750366
6,raw,66,2461301013,0.4795709252357483
6,raw,67,2335498867,0.47890204191207886
6,raw,68,2254563062,0.4783554971218109
